Title,Link,Store,Price
Targus Newport Backpack for 15 in. Laptops (Olive) $35.21 + Free Shipping,/f/14014475-targus-newport-backpack-for-15-in-laptops-olive-35-21-free-shipping?src=catpagev2,,$35.21
128GB Samsung Pro Endurance U1 microSD XC Memory Card w/ Adapter @Newegg $28,/f/14010065-128gb-samsung-pro-endurance-u1-microsd-xc-memory-card-w-adapter-newegg-28?src=catpagev2,Newegg,$28
Intel Core i5-9600K Coffee Lake 6-Core Desktop Processor @B&H $199.89,/f/13992407-intel-core-i5-9600k-coffee-lake-6-core-desktop-processor-b-h-199-89?src=catpagev2,B&H Photo Video,$199.89
M55 RGB PRO Ambidextrous Multi-Grip Gaming Mouse $29.99,/f/14000549-m55-rgb-pro-ambidextrous-multi-grip-gaming-mouse-29-99?src=catpagev2,,$29.99
"Sager NP7858DW Gaming Laptop Barebones With 10th Gen i7-10875H, GTX 2060, and 144mhz Screen $1182 (Free shipping, Possibly no sales tax)",/f/14014487-sager-np7858dw-gaming-laptop-barebones-with-10th-gen-i7-10875h-gtx-2060-and-144mhz-screen-1182-free-shipping-possibly-no-sales-tax?src=catpagev2,,"$1,182"
Steelseries Arctis 5 PUBG edition headset $59.99,/f/14009231-steelseries-arctis-5-pubg-edition-headset-59-99?src=catpagev2,GameStop,$59.99
Upgrade to Cubase 10.5 Pro 40% Off,/f/13992515-upgrade-to-cubase-10-5-pro-40-off?src=catpagev2,,
16GB (2x8GB) OLOy RGB DDR4 3000 (PC4 24000) Desktop Memory $69.99 + Free Shipping,/f/13993007-16gb-2x8gb-oloy-rgb-ddr4-3000-pc4-24000-desktop-memory-69-99-free-shipping?src=catpagev2,Newegg,$69.99
"Costco Members: HP 14"" Laptop i5-1035G1, 12GB, 256GB SSD, 1080p IPS, 3.24lbs $600",/f/13998809-costco-members-hp-14-laptop-i5-1035g1-12gb-256gb-ssd-1080p-ips-3-24lbs-600?src=catpagev2,,$599.99
Guitar Rig 5 Pro ($199) Free with purchase of any NI Komplete audio interface $109,/f/14014028-guitar-rig-5-pro-199-free-with-purchase-of-any-ni-komplete-audio-interface-109?src=catpagev2,,$109
NETGEAR Nighthawk AX6 6-Stream AX4300 WiFi 6 Router For 169.99 @Costco $169.99,/f/14013314-netgear-nighthawk-ax6-6-stream-ax4300-wifi-6-router-for-169-99-costco-169-99?src=catpagev2,,$169.99
Gear4 Wembley Case for iPhone SE (2020)/8/7/6S/6 with antimicrobial $22.49,/f/14008964-gear4-wembley-case-for-iphone-se-2020-8-7-6s-6-with-antimicrobial-22-49?src=catpagev2,Verizon Wireless,$22.49
reMarkable 2 E Ink Tablet Launch offer - Free Folio & Marker $399,/f/13993043-remarkable-2-e-ink-tablet-launch-offer-free-folio-marker-399?src=catpagev2,,$399
Acer Predator Utility Gaming Backpack $95.99,/f/13999949-acer-predator-utility-gaming-backpack-95-99?src=catpagev2,Amazon,$95.99
NetGear Orbi Pro SRC60 AC3000 Tri-Band Ceiling Add-On Wireless Range Extender $159.97,/f/14013824-netgear-orbi-pro-src60-ac3000-tri-band-ceiling-add-on-wireless-range-extender-159-97?src=catpagev2,Micro Center,$159.97
Kanto YU6 Powered Speakers $339,/f/14009156-kanto-yu6-powered-speakers-339?src=catpagev2,B&H Photo Video,$339
be quiet! Pure Base 500 ATX Mid-Tower Silent Computer Case (Black),/f/14007677-be-quiet-pure-base-500-black-atx-mid-tower-silent-computer-case-79-64-shipped?src=catpagev2,Newegg,$79.65
The North Face CMYK Laptop Backpack (magenta or yellow) $57.75 + Free Shipping,/f/14007059-the-north-face-cmyk-laptop-backpack-magenta-or-yellow-57-75-free-shipping?src=catpagev2,REI,$59.75
128 GB HP SD Card Class 10 U3 $19.99 at Amazon,/f/13992746-128-gb-hp-sd-card-class-10-u3-19-99-at-amazon?src=catpagev2,Amazon,
MacBook Air (2020 Model) 256GB SSD $925,/f/13992731-macbook-air-2020-model-256gb-ssd-925?src=catpagev2,eBay,$925
"NETGEAR 4-Stream Wifi 6 Router (RAX15) - AX1800, $100, Amazon",/f/13992434-netgear-4-stream-wifi-6-router-rax15-ax1800-100-amazon?src=catpagev2,Amazon,
EVGA GeForce RTX 2060 KO ULTRA $300 AR. FS. newegg.,/f/13999973-evga-geforce-rtx-2060-ko-ultra-300-ar-fs-newegg?src=catpagev2,Newegg,$300
2-Pack 32GB SanDisk Ultra USB 3.0 Flash Drives,/f/13997516-sandisk-ultra-usb-3-0-flash-drives-32gb-pack-of-2-11-99?src=catpagev2,,$12
"Apple AirPort Extreme (wireless AC) wireless router a Target B&M, YMMV $99.50",/f/14012405-apple-airport-extreme-wireless-ac-wireless-router-a-target-b-m-ymmv-99-50?src=catpagev2,Target,$99.50
G604 LIGHTSPEED WIRELESS GAMING MOUSE on Sale 30% Off $69.98,/f/14008325-g604-lightspeed-wireless-gaming-mouse-on-sale-30-off-69-98?src=catpagev2,,$69.98
"Lenovo Ideapad Flex 5 14-ARE: 14'' FHD IPS Touch, Ryzen 5 4500U, 8GB DDR4, 256GB PCIe SSD, Win10H @ $587.91",/f/14006537-lenovo-ideapad-flex-5-14-are-14-fhd-ips-touch-ryzen-5-4500u-8gb-ddr4-256gb-pcie-ssd-win10h-587-91?src=catpagev2,,$587.91
"Brother P-Touch 2040C Label Maker - $19.99 [Includes, batteries + 2 laminated tape cartridges]",/f/13991246-brother-p-touch-2040c-label-maker-19-99-includes-batteries-2-laminated-tape-cartridges?src=catpagev2,,$19.99
"30"" AXM 3018 2560 x 1600 IPS Monitor @Newegg $244.99",/f/13990214-30-axm-3018-2560-x-1600-ips-monitor-newegg-244-99?src=catpagev2,Newegg,$244.99
Fractal Design Define 7 Gray Brushed Aluminum/Steel E-ATX Silent Modular Tempered Glass Mid Tower Case @Newegg $165,/f/13999247-fractal-design-define-7-gray-brushed-aluminum-steel-e-atx-silent-modular-tempered-glass-mid-tower-case-newegg-165?src=catpagev2,Newegg,$164.98
Serif Affinity Photo (Windows/Mac Digital Download),/f/14011904-serif-affinity-photo-windows-macos-digital-25?src=catpagev2,B&H Photo Video,$25
Topo Designs Klettersack 25L Laptop Backpack (Khaki) $67.60 + Free Shipping,/f/14007245-topo-designs-klettersack-25l-laptop-backpack-khaki-67-60-free-shipping?src=catpagev2,,$67.60
The Official Unity Game Development Bundle (Lifetime Access) $15,/f/13989389-the-official-unity-game-development-bundle-lifetime-access-15?src=catpagev2,,
"Wacom PTH451 Intuos Pro Professional Pen & Touch Tablet (Black, Small) $130 (new) or $118 (refurb)",/f/13988549-wacom-pth451-intuos-pro-professional-pen-touch-tablet-black-small-130-new-or-118-refurb?src=catpagev2,B&H Photo Video,
Crucial Ballistix Elite 3600 MHz DDR4 DRAM Desktop Gaming Memory Single 8GB CL16 BLE8G4D36BEEAK for $54.99 + FS,/f/13999307-crucial-ballistix-elite-3600-mhz-ddr4-dram-desktop-gaming-memory-single-8gb-cl16-ble8g4d36beeak-for-54-99-fs?src=catpagev2,Newegg,
"Dell G5 5590 FHD 15.6"" Laptop (i7-9750H 16GB 128GB SSD + 1TB, RTX 2060) $1099@Dell Ebay",/f/14004920-dell-g5-5590-fhd-15-6-laptop-i7-9750h-16gb-128gb-ssd-1tb-rtx-2060-1099-dell-ebay?src=catpagev2,eBay,"$1,099.99"
"ASUS ZenBook S13 UX392FN-XS71 13.9"" i7-8565U MX150 8GB RAM, 512GB SSD Laptop - $979.99 + FS",/f/13987811-asus-zenbook-s13-ux392fn-xs71-13-9-i7-8565u-mx150-8gb-ram-512gb-ssd-laptop-979-99-fs?src=catpagev2,Newegg,$979.99
TP-Link Network Deco P9(3-pack) AC1200+AV1000 Mesh Wifi System @Newegg $209.99,/f/13999256-tp-link-network-deco-p9-3-pack-ac1200-av1000-mesh-wifi-system-newegg-209-99?src=catpagev2,Newegg,$209.99
The Ultimate Shopify & Ecommerce Expert 11-Course Training Bundle (Lifetime Access) $23.40,/f/14005865-the-ultimate-shopify-ecommerce-expert-11-course-training-bundle-lifetime-access-23-40?src=catpagev2,,
"Lenovo Flex 15 Series 2-in-1 Laptop, $749.97 @ Costco in store YMMV",/f/13988267-lenovo-flex-15-series-2-in-1-laptop-749-97-costco-in-store-ymmv?src=catpagev2,Costco Wholesale,$749.97
"Geometry Expressions software, 90% off $10",/f/13998956-geometry-expressions-software-90-off-10?src=catpagev2,,$10
Microsoft - Surface Pro X Signature Keyboard with Slim Pen - Black $184.99,/f/14005262-microsoft-surface-pro-x-signature-keyboard-with-slim-pen-black-184-99?src=catpagev2,Best Buy,$184.99
NETGEAR 10-Port Gigabit/10G Ethernet Unmanaged Switch (GS110MX) - with 2 x 10G/Multi-gig $159.99,/f/13997120-netgear-10-port-gigabit-10g-ethernet-unmanaged-switch-gs110mx-with-2-x-10g-multi-gig-159-99?src=catpagev2,Amazon,$159.99
NETGEAR 8-Port Gigabit Ethernet Unmanaged Switch (GS308)- $18.99 @ Amazon,/f/13996934-netgear-8-port-gigabit-ethernet-unmanaged-switch-gs308-18-99-amazon?src=catpagev2,Amazon,
"PNY USB 3.0 Flash Drive, 256GB $39.99",/f/13998095-pny-usb-3-0-flash-drive-256gb-39-99?src=catpagev2,Office Depot and OfficeMax,$39.99
The Legend of Zelda: Breath of the Wild - Nintendo Switch - $49.95 @ Target,/f/13995830-the-legend-of-zelda-breath-of-the-wild-nintendo-switch-49-95-target?src=catpagev2,Target,$49.95
"TP-Link Kasa Smart Plug 15A 1-Pack $9.99, Kasa 12A 4-Pack $34.99, KAsa Smart Outdoor 1080P Camera $74.99 & More + FSSS",/f/14003387-tp-link-kasa-smart-plug-15a-1-pack-9-99-kasa-12a-4-pack-34-99-kasa-smart-outdoor-1080p-camera-74-99-more-fsss?src=catpagev2,Amazon,
McAfee Gamer Security 1PC 1 Year - Download - $11.99 AC,/f/13996733-mcafee-gamer-security-1pc-1-year-download-11-99-ac?src=catpagev2,Newegg,
"HP ProBook 455 G7: 15.6'' FHD IPS, Ryzen 7 4700U, 16GB DDR4 3200, 512GB PCIe SSD, Win10Pro @ $893.78 + F/S",/f/14002730-hp-probook-455-g7-15-6-fhd-ips-ryzen-7-4700u-16gb-ddr4-3200-512gb-pcie-ssd-win10pro-893-78-f-s?src=catpagev2,Provantage,$893.78
CorelDRAW Home & Student Suite 2019 for Windows - $59.99 ,/f/13996430-coreldraw-home-student-suite-2019-for-windows-59-99?src=catpagev2,Amazon,$59.99
"TP-Link AC1200 Wifi Router - Dual Band Router, Fast Ethernet Port (Archer A5) $29.99 + FSSS",/f/13995944-tp-link-ac1200-wifi-router-dual-band-router-fast-ethernet-port-archer-a5-29-99-fsss?src=catpagev2,Amazon,
Kasa Smart Plug by TP-Link $10,/f/14002988-kasa-smart-plug-by-tp-link-10?src=catpagev2,Amazon,$10
"OVERPOWERED OP-LP3 17.3"" FHD 144Hz i7-8750H 2.2GHz NVIDIA 1060 6GB 32GB RAM 2TB HDD 256GB SSD (seller refurb) $782 YMMV?",/f/13994969-overpowered-op-lp3-17-3-fhd-144hz-i7-8750h-2-2ghz-nvidia-1060-6gb-32gb-ram-2tb-hdd-256gb-ssd-seller-refurb-782-ymmv?src=catpagev2,eBay,
Apple: Earth 3D - World Atlas App $.99,/f/13995233-apple-earth-3d-world-atlas-app-99?src=catpagev2,,$0.99
The Complete EDM Production Bundle: Learn to DJ (Lifetime Access) $12,/f/13993856-the-complete-edm-production-bundle-learn-to-dj-lifetime-access-12?src=catpagev2,StackSocial,$12
ONLINE deal @ Micro Center | 3990x on sale for $3799 + $300 off a sTRX4 motherboard,/f/13993136-online-deal-micro-center-3990x-on-sale-for-3799-300-off-a-strx4-motherboard?src=catpagev2,,
Netgear AC1200 802.11ac Dual Band (R6120) Wi-Fi Router Bundle with Wireless Range Extender (EX6110) - $59.99 AC Shipped,/f/13993766-netgear-ac1200-802-11ac-dual-band-r6120-wi-fi-router-bundle-with-wireless-range-extender-ex6110-59-99-ac-shipped?src=catpagev2,Newegg,
