Title,Link,Store,Price
TP-Link AC1200 WiFi Router - Dual Band Wireless Internet Router (Archer A5) for $25.99 + FSSS,/f/14046830-tp-link-ac1200-wifi-router-dual-band-wireless-internet-router-archer-a5-for-25-99-fsss?src=catpagev2,Amazon,
Fotor Online Pro: Lifetime Subscription $52.50,/f/14038688-fotor-online-pro-lifetime-subscription-52-50?src=catpagev2,StackSocial,
google wifi  3 pack $159 YMMV,/f/14035637-google-wifi-3-pack-159-ymmv?src=catpagev2,Walmart,$159
G.SKILL TridentZ Neo RGB 32GB (2x16GB) DDR4 3600 CL16 @ Newegg $175,/f/14045381-g-skill-tridentz-neo-rgb-32gb-2x16gb-ddr4-3600-cl16-newegg-175?src=catpagev2,Newegg,$175
JumpStory Authentic Stock Photography: Lifetime Membership $75,/f/14042735-jumpstory-authentic-stock-photography-lifetime-membership-75?src=catpagev2,,
Keychron keyboards 10% off coupon 9394KEY10OFF,/f/14029862-keychron-keyboards-10-off-coupon-9394key10off?src=catpagev2,,
The Complete 2020 Microsoft Excel Expert Bundle (Lifetime Access) $18,/f/14030603-the-complete-2020-microsoft-excel-expert-bundle-lifetime-access-18?src=catpagev2,,
G-Technology 4TB G-DRIVE USB G1 USB 3.0 Hard Drive $115,/f/14047643-g-technology-4tb-g-drive-usb-g1-usb-3-0-hard-drive-115?src=catpagev2,B&H Photo Video,$115
"Samsung - Galaxy Tab S5e - 10.5"" - 64GB $349.99 AMAZON",/f/14036990-samsung-galaxy-tab-s5e-10-5-64gb-349-99-amazon?src=catpagev2,Amazon,$349.99
CORSAIR Hydro Series H115i PRO CW-9060032-WW Liquid Cooling System (refurbished) for $94.99 AC & AR + FS,/f/14045399-corsair-hydro-series-h115i-pro-cw-9060032-ww-liquid-cooling-system-refurbished-for-94-99-ac-ar-fs?src=catpagev2,Newegg,
The Ultimate 2020 White Hat Hacker 10-Course Certification Bundle (Lifetime Access) $23.94,/f/14045189-the-ultimate-2020-white-hat-hacker-10-course-certification-bundle-lifetime-access-23-94?src=catpagev2,StackSocial,$23.94
TP-LINK Archer C7 AC1750 Router $59.99,/f/14042315-tp-link-archer-c7-ac1750-router-59-99?src=catpagev2,,$59.99
"Lenovo Legion Y540 15.6"" FHD 144Hz Gaming Laptop i7-9750H 16GB 256GB SSD GTX 1660Ti 6GB + Office 365 1yr for $999.99, Shipping is free.Plus: YMMV use 5%Ebay bucks offer to get $50",/f/14029466-lenovo-legion-y540-15-6-fhd-144hz-gaming-laptop-i7-9750h-16gb-256gb-ssd-gtx-1660ti-6gb-office-365-1yr-for-999-99-shipping-is-free-plus-ymmv-use-5-ebay-bucks-offer-to-get-50?src=catpagev2,eBay,
AMD RYZEN 9 3900X 12-Core 3.8 GHz (4.6 GHz Max Boost) Socket AM4 + 3-Month Xbox Game Pass $424 + Free Shipping,/f/14046134-amd-ryzen-9-3900x-12-core-3-8-ghz-4-6-ghz-max-boost-socket-am4-3-month-xbox-game-pass-424-free-shipping?src=catpagev2,Amazon,$424.99
16GB (2x 8) G.SKILL Ripjaws Series DDR4 2400 SO-DIMM Laptop RAM Kit @Newegg $59.99,/f/14036810-16gb-2x-8-g-skill-ripjaws-series-ddr4-2400-so-dimm-laptop-ram-kit-newegg-59-99?src=catpagev2,Newegg,$59.99
HyperX Alloy Origins Wired Gaming Mechanical Red Switch Keyboard w/ RGB $89.99 + Free Shipping,/f/14044427-hyperx-alloy-origins-wired-gaming-mechanical-red-switch-keyboard-w-rgb-89-99-free-shipping?src=catpagev2,GameStop,$89.99
"Patriot Burst 2.5"" 120GB SATA III Internal Solid State Drive (SSD) PBU120GS25SSDR for $23.99 + FS",/f/14042681-patriot-burst-2-5-120gb-sata-iii-internal-solid-state-drive-ssd-pbu120gs25ssdr-for-23-99-fs?src=catpagev2,Newegg,
The Complete Ableton Live 10 Music Production Training Bundle - 6 Courses (Lifetime Access)  $18,/f/14030420-the-complete-ableton-live-10-music-production-training-bundle-6-courses-lifetime-access-18?src=catpagev2,StackSocial,$18
ABKONCORE Gaming Mouse A660 $19.99 AC + FSSS,/f/14047847-abkoncore-gaming-mouse-a660-19-99-ac-fsss?src=catpagev2,Amazon,
Purchase Qualifying Fujifilm Camera/Lens & Recieve Luminar 4 Photo Software,/f/14045231-luminar-4-free-for-fuji-lens-owners?src=catpagev2,,Free
EVGA CLC 360mm All-In-One RGB LED CPU Liquid Cooler + EVGA T-Shirt (XL),/f/14034242-evga-clc-360mm-all-in-one-rgb-led-cpu-liquid-cooler-3x-fx12-120mm-pwm-fans-intel-amd-5-yr-warranty-400-hy-cl36-v1-100-or-lower?src=catpagev2,,$100
"LG 29"" UltraWide Full HD 75Hz FreeSync IPS Monitor with HDR10",/f/14034206-new-2020-lg-29-inch-ultrawide-fhd-ips-monitor-w-hdr10-249-96-for-sam-s-members?src=catpagev2,Sam's Club,$250
16GB (2x 8) G.SKILL Ripjaws V Series DDR4 3600 C16 Desktop Memory $78.99,/f/14045327-16gb-2x-8-g-skill-ripjaws-v-series-ddr4-3600-c16-desktop-memory-78-99?src=catpagev2,Newegg,$78.99
16GB (2x 8) G.SKILL Ripjaws V Series DDR4 3200 CL16 Desktop Memory $69.99,/f/14042675-16gb-2x-8-g-skill-ripjaws-v-series-ddr4-3200-cl16-desktop-memory-69-99?src=catpagev2,Newegg,$69.99
"DEEPCOOL Liquid CPU Cooler , Synchronous RGB, 2 RGB strips $89.99",/f/14027822-deepcool-liquid-cpu-cooler-synchronous-rgb-2-rgb-strips-89-99?src=catpagev2,Amazon,$89.99
1-Year Quicken Deluxe 2020 Personal Finance Subscription (PC/Mac Digital),/f/14045405-quicken-deluxe-2020-personal-finance-1-year-windows-mac-download-24-99-ac-fs?src=catpagev2,Newegg,$25
16-Port TP-Link TL-SG116 Metal Unmanaged Gigabit Ethernet Network Switch,/f/14034164-16-port-tp-link-tl-sg116-metal-unmanaged-gigabit-ethernet-network-switch-45-free-s-h?src=catpagev2,Amazon,$45
Acronis True Image 2020 1 Device @Newegg $15,/f/14045348-acronis-true-image-2020-1-device-newegg-15?src=catpagev2,Newegg,$15
eLearnExcel: The 2020 Excel Certification School Bundle (Lifetime Access) $29.49,/f/14021939-elearnexcel-the-2020-excel-certification-school-bundle-lifetime-access-29-49?src=catpagev2,,
Cyberpower Pc with AMD 3700x and Geoforce 2070 Super for $1349,/f/14041619-cyberpower-pc-with-amd-3700x-and-geoforce-2070-super-for-1349?src=catpagev2,Best Buy,
Dell Chromebook 3100 （35% off use code save35)$245.14,/f/14028221-dell-chromebook-3100-35-off-use-code-save35-245-14?src=catpagev2,,$245.14
Corsair K95 RGB Platinum XT Mechanical Gaming Keyboard (Latest Model) (YMMV) $129.99,/f/14029607-corsair-k95-rgb-platinum-xt-mechanical-gaming-keyboard-latest-model-ymmv-129-99?src=catpagev2,Amazon,$129.99
"Microsoft Sculpt Comfort Desktop Wireless Keyboard & Mouse, Black (L3V-00001) $57.29  + Free Shipping",/f/14035604-microsoft-sculpt-comfort-desktop-wireless-keyboard-amp-mouse-black-l3v-00001-57-29-free-shipping?src=catpagev2,Staples,$57.29
TP-Link Deco M9 Plus Tri-Band WiFi (3-Pack) $199.99 Costco,/f/14044463-tp-link-deco-m9-plus-tri-band-wifi-3-pack-199-99-costco?src=catpagev2,,
"Lenovo ThinkPad E15 Notebook, 15.6"" FHD Display, Intel Core i5-10210U Upto 4.2GHz, 16GB RAM, 256GB NVMe + 500GB HDD - $879 Shipped",/f/14022143-lenovo-thinkpad-e15-notebook-15-6-fhd-display-intel-core-i5-10210u-upto-4-2ghz-16gb-ram-256gb-nvme-500gb-hdd-879-shipped?src=catpagev2,Newegg,
Mobile Pixels DUEX Pro Portable USB-C Slide-Out 1080p 12.5in IPS Laptop Dual Monitor $183 Shipped AC,/f/14020145-mobile-pixels-duex-pro-portable-usb-c-slide-out-1080p-12-5in-ips-laptop-dual-monitor-183-shipped-ac?src=catpagev2,,$183
ASRock Phantom Gaming D Radeon RX 570 DirectX 12 RX570 4G 4GB 256-Bit GDDR5 PCI $114.99 Free Shipping at Newegg Ebay,/f/14042363-asrock-phantom-gaming-d-radeon-rx-570-directx-12-rx570-4g-4gb-256-bit-gddr5-pci-114-99-free-shipping-at-newegg-ebay?src=catpagev2,eBay,$114.99
"Costco Acer 34"" Class QHD IPS FreeSync Monitor $369.99  Model  CB342CK",/f/14042081-costco-acer-34-class-qhd-ips-freesync-monitor-369-99-model-cb342ck?src=catpagev2,Costco Wholesale,$369.99
"Ebay - Lenovo Yoga 730 15"", 15.6 UHD IPS Touch, i7-8550U, 16 GB (8+8), 1 TB SSD, GTX 1050",/f/14029292-ebay-lenovo-yoga-730-15-quot-15-6-uhd-ips-touch-i7-8550u-16-gb-8-8-1-tb-ssd-gtx-1050?src=catpagev2,eBay,$999.99
Cooler Master MM710 ($40.88) (18% off),/f/14029169-cooler-master-mm710-40-88-18-off?src=catpagev2,Amazon,$40.88
"Insignia™ - Twice Reinforced HD Glass Screen Protector for Apple® 9.7"" iPad® (5th gen. and 6th gen.) - Crystal clear $10",/f/14028806-insignia-twice-reinforced-hd-glass-screen-protector-for-apple-9-7-ipad-5th-gen-and-6th-gen-crystal-clear-10?src=catpagev2,Best Buy,$10
"LG 32UD89-W 31.5"" 16:9 4K FreeSync IPS Monitor $499.99",/f/14033270-lg-32ud89-w-31-5-16-9-4k-freesync-ips-monitor-499-99?src=catpagev2,B&H Photo Video,$499.99
Linksys Velop Mesh WiFi Router | Walmart YMMV,/f/14042960-linksys-velop-mesh-wifi-router-walmart-ymmv?src=catpagev2,Walmart,$78.99
ITG.digital Online Illustrations Builder Pro: Lifetime Subscription $22.50,/f/14022095-itg-digital-online-illustrations-builder-pro-lifetime-subscription-22-50?src=catpagev2,StackSocial,
TP-LINK 10/100/1000 Gigabit PCIe Ethernet Network Card $11.99,/f/14021294-tp-link-10-100-1000-gigabit-pcie-ethernet-network-card-11-99?src=catpagev2,Newegg,$11.99
Star Wars: Knights of the Old Republic iOS &amp; Android $4.99,/f/14020148-star-wars-knights-of-the-old-republic-ios-amp-amp-android-4-99?src=catpagev2,,$4.99
TP-LINK TL-SG116E 16-Port Gigabit Pro Switch w/QOS+IGMP @Newegg $49.99,/f/14041454-tp-link-tl-sg116e-16-port-gigabit-pro-switch-w-qos-igmp-newegg-49-99?src=catpagev2,Newegg,$49.99
"NETGEAR RBK30 Orbi Mesh WiFi System AC2200, (RBK30-100NAS) $99 at Walmart YMMV B&M",/f/14040917-netgear-rbk30-orbi-mesh-wifi-system-ac2200-rbk30-100nas-99-at-walmart-ymmv-b-m?src=catpagev2,Walmart,$99
"Lenovo IdeaPad 15.6"" Laptop - AMD Ryzen 3 3200U - 8GB RAM - 256GB NVMe SSD - 1080p 1920 x 1080 - Platinum Gray w/ free shipping at BestBuy - $380",/f/14040734-lenovo-ideapad-15-6-laptop-amd-ryzen-3-3200u-8gb-ram-256gb-nvme-ssd-1080p-1920-x-1080-platinum-gray-w-free-shipping-at-bestbuy-380?src=catpagev2,Best Buy,$380
"Steam Golden Week 2020 (April 30 -May 6) 50%+ Off (I.e. Final Fantasy VII Original, $5.99)",/f/14027861-steam-golden-week-2020-april-30-may-6-50-off-i-e-final-fantasy-vii-original-5-99?src=catpagev2,,$5.99
"Team Group GX2 2.5"" 512GB SATA III Internal Solid State Drive (SSD) - $54.99 + FS",/f/14034566-team-group-gx2-2-5-512gb-sata-iii-internal-solid-state-drive-ssd-54-99-fs?src=catpagev2,Newegg,$54.99
"ASRock Radeon RX 5700 XT DirectX 12 RX 5700 XT CHALLENGER D 8G OC 8GB 256-Bit GDDR6 PCI Express 4.0 HDCP Ready Video Card for $379, plus an additional $20 rebate",/f/14044940-asrock-radeon-rx-5700-xt-directx-12-rx-5700-xt-challenger-d-8g-oc-8gb-256-bit-gddr6-pci-express-4-0-hdcp-ready-video-card-for-379-plus-an-additional-20-rebate?src=catpagev2,Newegg,$379
5-Pack Verbatim PinStripe 32GB USB 2.0 Flash Drives $23 (Asst. Colors) & More + Free Shipping,/f/14020637-5-pack-verbatim-pinstripe-32gb-usb-2-0-flash-drives-23-asst-colors-more-free-shipping?src=catpagev2,Staples,$23
Anker Power Strip PowerPort Cube USB with 3 Outlets and 3 USB Ports $17.99 AC + FSSS,/f/14020160-anker-power-strip-powerport-cube-usb-with-3-outlets-and-3-usb-ports-17-99-ac-fsss?src=catpagev2,Amazon,
"Epson Photo Paper: 4"" x 6"" Value Photo Paper Glossy: 50-Sheets $3, 20-Sheets",/f/14040497-epson-photo-paper-4-x-6-value-photo-paper-glossy-50-sheets-3-20-sheets-2-more-free-shipping?src=catpagev2,,$2
PCCOOLER CORONA RGB Fan 5-in-1 Kit $65.99 + FS,/f/14026406-pccooler-corona-rgb-fan-5-in-1-kit-65-99-fs?src=catpagev2,Newegg,
Qanba Crystal Arcade Stick (Fightstick) for PlayStation 4 and PC $119.99,/f/14033432-qanba-crystal-arcade-stick-fightstick-for-playstation-4-and-pc-119-99?src=catpagev2,,$119.99
Intel Core i5-9400 Desktop Processor 6 Cores up to 4.1 GHz Turbo LGA1151 300 Series 65W Processors for $149.99,/f/14018759-intel-core-i5-9400-desktop-processor-6-cores-up-to-4-1-ghz-turbo-lga1151-300-series-65w-processors-for-149-99?src=catpagev2,Amazon,$149.99
GIGABYTE RX 570 GV-RX570GAMING-4GD Rev2 4GB Video Card + XBox Game Pass@Newegg $115,/f/14013152-gigabyte-rx-570-gv-rx570gaming-4gd-rev2-4gb-video-card-xbox-game-pass-newegg-115?src=catpagev2,Newegg,$115
45% off Dell refurbished desktops,/f/14041370-45-off-dell-refurbished-desktops?src=catpagev2,,
1-Year Quicken Deluxe 2020 Personal Finance Subscription (PC/Mac Digital),/f/14025020-1-year-quicken-deluxe-2020-personal-finance-subscription-pc-mac-digital-30?src=catpagev2,,$30
Costco In store only Ogio Backpack $19.99 originally $54.99,/f/14032964-costco-in-store-only-ogio-backpack-19-99-originally-54-99?src=catpagev2,Costco Wholesale,
"MSI Optix MAG161V 15.6"" Full HD 60Hz mini-HDMI USB-C Portable IPS LED Monitor $170",/f/14017715-msi-optix-mag161v-15-6-full-hd-60hz-mini-hdmi-usb-c-portable-ips-led-monitor-170?src=catpagev2,,$170
Portal Turbocharged Self-Optimizing Urban AC2400 Gigabit Wireless AC Router $74.99,/f/14013947-portal-turbocharged-self-optimizing-urban-ac2400-gigabit-wireless-ac-router-74-99?src=catpagev2,,$74.99
"Razer Huntsman Elite $124, Blackwidow Elite $79 @ Walmart IN STORE YMMV Clearance",/f/14039774-razer-huntsman-elite-124-blackwidow-elite-79-walmart-in-store-ymmv-clearance?src=catpagev2,Walmart,$124
27'' HP Healthcare Edition HC271p QHD 2560 x 1440 60Hz 12ms(GTG) Today only $159.99,/f/14039351-27-hp-healthcare-edition-hc271p-qhd-2560-x-1440-60hz-12ms-gtg-today-only-159-99?src=catpagev2,Newegg,$159.99
Bloody B930 TKL Tenkeyless Optical Gaming Keyboard - on sale $69.99 - opto-mechanical - compare to razer huntstman elite series,/f/14025317-bloody-b930-tkl-tenkeyless-optical-gaming-keyboard-on-sale-69-99-opto-mechanical-compare-to-razer-huntstman-elite-series?src=catpagev2,Amazon,$69.99
G.SKILL Ripjaws V Series 8GB (2 x 4GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory for $43.99 + Free Shipping,/f/14024558-g-skill-ripjaws-v-series-8gb-2-x-4gb-288-pin-ddr4-sdram-ddr4-3200-pc4-25600-desktop-memory-for-43-99-free-shipping?src=catpagev2,Newegg,$47.99
"""Enjoy $10 off Sitewide"" at newegg.com (YMMV, targeted)",/f/14024954-enjoy-10-off-sitewide-at-newegg-com-ymmv-targeted?src=catpagev2,Newegg,
"Dell Inspiron 14 5491 2-in-1 Touch Laptop (Refurb) i7-10510U, 8GB RAM, 512GB SSD",/f/14031506-dell-inspiron-14-5491-2-in-1-touch-laptop-refurb-i7-10510u-8gb-ram-512gb-ssd-636-free-shipping?src=catpagev2,,$636
"Sager NP7958F1-S Gaming laptop: 15.6'' FHD 144 Hz IPS, Ryzen 9 3900, 32GB DDR4, 1TB PCIe SSD, RTX 2070, No OS @ $1764.49 + F/S",/f/14017736-sager-np7958f1-s-gaming-laptop-15-6-fhd-144-hz-ips-ryzen-9-3900-32gb-ddr4-1tb-pcie-ssd-rtx-2070-no-os-1764-49-f-s?src=catpagev2,,"$1,764.49"
Serato Play Expansion for Serato DJ - Free Month of May,/f/14017913-serato-play-expansion-for-serato-dj-free-month-of-may?src=catpagev2,,
Bitdefender BOX 2 - Next Generation Smart Home Cybersecurity Hub $119.99,/f/14013296-bitdefender-box-2-next-generation-smart-home-cybersecurity-hub-119-99?src=catpagev2,Newegg,$119.99
Costco Members: 5TB Seagate Backup Plus Portable Hard Drive,/f/14039009-costco-members-5tb-seagate-backup-plus-portable-hard-drive-90-free-shipping?src=catpagev2,Costco Wholesale,$90
Waves Platinum VST Bundle $227.4,/f/14024519-waves-platinum-vst-bundle-227-4?src=catpagev2,,$227.40
ASRock Phantom Gaming X Radeon RX Vega 56 DirectX 12 RX VEGA 56 8GB PCI Express 3.0 HDCP Ready Video Card $244.99 + Free Shipping,/f/14024540-asrock-phantom-gaming-x-radeon-rx-vega-56-directx-12-rx-vega-56-8gb-pci-express-3-0-hdcp-ready-video-card-244-99-free-shipping?src=catpagev2,Newegg,$244.99
TP-LINK TL-SG1024D 24-Port Gigabit Desktop|Rackmount Switch @Newegg $60,/f/14032001-tp-link-tl-sg1024d-24-port-gigabit-desktop-rackmount-switch-newegg-60?src=catpagev2,Newegg,$60
"Acer Chromebook 14, Intel Atom x5-E8000 Quad-Core Processor, 14"" HD, 4GB LPDDR3, 32GB eMMC, Protective Sleeve, CB3-431-12K1 $239.99",/f/14032409-acer-chromebook-14-intel-atom-x5-e8000-quad-core-processor-14-hd-4gb-lpddr3-32gb-emmc-protective-sleeve-cb3-431-12k1-239-99?src=catpagev2,Walmart,$239.99
"Asus TUF FX505DU-WB72: Ryzen 7 3750H, 8GB DDR4, 256GB PCIe SSD, GTX 1660 Ti, Win10H @ $799 + F/S",/f/14016731-asus-tuf-fx505du-wb72-ryzen-7-3750h-8gb-ddr4-256gb-pcie-ssd-gtx-1660-ti-win10h-799-f-s?src=catpagev2,Walmart,$799
Panamax 8-Outlet Surge Protector for $115 + FS,/f/14012984-panamax-8-outlet-surge-protector-for-115-fs?src=catpagev2,Best Buy,
Humm.ly -Live Better with Music App: Lifetime Subscription $30,/f/14024531-humm-ly-live-better-with-music-app-lifetime-subscription-30?src=catpagev2,StackSocial,
Corsair K70 RGB MK.2 Low Profile Rapidfire Mechanical Gaming Keyboard (Cherry MX) $110 + Free Shipping,/f/14031479-corsair-k70-rgb-mk-2-low-profile-rapidfire-mechanical-gaming-keyboard-cherry-mx-110-free-shipping?src=catpagev2,Best Buy,
"LG Gram 14"", 10th Gen i7 (Ice Lake), 256 GB SSD, 8 GB RAM (upgradeable), 2.2 lbs -- $999 @ Costco",/f/14032010-lg-gram-14-10th-gen-i7-ice-lake-256-gb-ssd-8-gb-ram-upgradeable-2-2-lbs-999-costco?src=catpagev2,Costco Wholesale,$999
Phanteks Eclipse P360X Compact Tempered Glass E-ATX Mid Tower Case @Newegg (AR) $69.99,/f/14031956-phanteks-eclipse-p360x-compact-tempered-glass-e-atx-mid-tower-case-newegg-ar-69-99?src=catpagev2,Newegg,$69.99
"VisionTek Radeon RX 5500 XT GDDR6 Graphics Card: 4GB $150, 8GB",/f/14016641-visiontek-radeon-rx-5500-xt-gddr6-graphics-card-4gb-150-8gb-180-free-shipping?src=catpagev2,Dell Home & Office,$180
"Affinity Designer, Photo, Publisher each 50% off ($25 Win/Mac, $10 iPad) or 90 day free trial $24.99",/f/14013371-affinity-designer-photo-publisher-each-50-off-25-win-mac-10-ipad-or-90-day-free-trial-24-99?src=catpagev2,,$24.99
Apple Magic Keyboard for 11” iPad Pro - Best Buy open box excellent $256.99,/f/14023694-apple-magic-keyboard-for-11-ipad-pro-best-buy-open-box-excellent-256-99?src=catpagev2,Best Buy,
"ASUS - ImagineBook MJ401TA 14"" Laptop - Intel Core m3 - 4GB Memory - 128GB Solid State Drive - Textured White - $300 at Best Buy",/f/14004188-asus-imaginebook-mj401ta-14-laptop-intel-core-m3-4gb-memory-128gb-solid-state-drive-textured-white-300-at-best-buy?src=catpagev2,Best Buy,
YouCam 9 Deluxe for Windows: Lifetime Subscription $26.25,/f/14031023-youcam-9-deluxe-for-windows-lifetime-subscription-26-25?src=catpagev2,StackSocial,
"Anker 48W 2-Port PIQ 3.0 Fast Charger Adapter, PowerDrive+ III Duo with Power Delivery $17.99",/f/14031071-anker-48w-2-port-piq-3-0-fast-charger-adapter-powerdrive-iii-duo-with-power-delivery-17-99?src=catpagev2,Newegg,$17.99
"TP-Link AC1900 Smart WiFi Router - High Speed MU- MIMO Router, Dual Band (Archer A9) for $79.99 + FSSS",/f/14016944-tp-link-ac1900-smart-wifi-router-high-speed-mu-mimo-router-dual-band-archer-a9-for-79-99-fsss?src=catpagev2,Amazon,
Targus Work + Play Fitness Backpack for 15.6 in. Laptop (Black/Yellow) $33.71 (63% Off) + FS,/f/14013146-targus-work-play-fitness-backpack-for-15-6-in-laptop-black-yellow-33-71-63-off-fs?src=catpagev2,,
NETGEAR Nighthawk X6 – AC3000 Tri-Band Wi-Fi Gigabit Router $130 for Sam's Club Member + Free Club Pickup,/f/14021405-netgear-nighthawk-x6-ac3000-tri-band-wi-fi-gigabit-router-130-for-sam-s-club-member-free-club-pickup?src=catpagev2,Sam's Club,$129.88
Razer Huntsman Opto-Mechanical Switch RGB Wired Gaming Keyboard,/f/14021090-razer-huntsman-opto-mechanical-switch-rgb-wired-gaming-keyboard-90-free-shipping?src=catpagev2,Amazon,$90
Mac PDF Plus - Merge & Split PDFs,/f/14002631-mac-pdf-plus-merge-split-pdfs?src=catpagev2,,
"Sager NP8458F2-S (Clevo PB51DF2) 144Hz nVidia RTX 2070 Super 8GB, 10th Gen Intel Core i7-10875H (8 core) - $1,488.67 (no tax for many)  via Gentech PC",/f/14016197-sager-np8458f2-s-clevo-pb51df2-144hz-nvidia-rtx-2070-super-8gb-10th-gen-intel-core-i7-10875h-8-core-1-488-67-no-tax-for-many-via-gentech-pc?src=catpagev2,,
"Eluktronics MECH-17 G1Rx Slim & Light 17.3"" i7-9750H RTX 2080 Gaming Laptop $1,599 + Free Shipping",/f/14015810-eluktronics-mech-17-g1rx-slim-light-17-3-i7-9750h-rtx-2080-gaming-laptop-1-599-free-shipping?src=catpagev2,,"$1,599"
Team Group TCUSDH32GUHS40 32GB Color microSDHC UHS-I/U1 Class 10 Memory Card - $4.99 + FS,/f/14013074-team-group-tcusdh32guhs40-32gb-color-microsdhc-uhs-i-u1-class-10-memory-card-4-99-fs?src=catpagev2,Newegg,
"Lenovo IdeaPad S340 15.6"" Laptop, AMD Ryzen 7, 8 GB Memory, 256 GB SSD, Windows 10 $599.99",/f/14010779-lenovo-ideapad-s340-15-6-laptop-amd-ryzen-7-8-gb-memory-256-gb-ssd-windows-10-599-99?src=catpagev2,Staples,$599.99
XFX Radeon Rx 590 Fatboy Core Edition 8GB OC+ | $180 (or $144 w/ Discover Card) | Free Shipping,/f/14010398-xfx-radeon-rx-590-fatboy-core-edition-8gb-oc-180-or-144-w-discover-card-free-shipping?src=catpagev2,Amazon,$180
"2-Pack Team Group 64GB Color microSDXC UHS-I/U1 Class 10 Memory Card with Adapter, Speed Up to 80MB/s (TCUSDX64GUHS41) for $13.99",/f/14022794-2-pack-team-group-64gb-color-microsdxc-uhs-i-u1-class-10-memory-card-with-adapter-speed-up-to-80mb-s-tcusdx64guhs41-for-13-99?src=catpagev2,Newegg,
"3M™ Electronic Equipment Cleaning Wipes, Unscented, Non-abrasive, Safe For Most Surfaces, 80 Wipes $9.83",/f/14002220-3m-electronic-equipment-cleaning-wipes-unscented-non-abrasive-safe-for-most-surfaces-80-wipes-9-83?src=catpagev2,Staples,$9.83
1Mii True Wireless Earbuds Wireless Bluetooth Earphones - $36.79 + Free Shipping,/f/14017235-1mii-true-wireless-earbuds-wireless-bluetooth-earphones-36-79-free-shipping?src=catpagev2,Amazon,$36.79
MetallicGear Neo-G V2 Tempered Glass Alu Mini-ITX Case @Newegg (AR) $79.99,/f/14015792-metallicgear-neo-g-v2-tempered-glass-alu-mini-itx-case-newegg-ar-79-99?src=catpagev2,Newegg,$79.99
"ASUS ROG Zephyrus G14 14"" laptop RTX 2060 Ryzen 9 1TB SSD @BestBuy BACKORDERED, EXTREME YMMV - MUST HAVE TARGETED OFFER $1305",/f/14012012-asus-rog-zephyrus-g14-14-laptop-rtx-2060-ryzen-9-1tb-ssd-bestbuy-backordered-extreme-ymmv-must-have-targeted-offer-1305?src=catpagev2,Best Buy,"$1,305"
"MSI GE75 Raider Gaming Laptop - 10th Gen Intel Core i7 10170H - GeForce RTX 2060 - 1080p $1,399 + tax",/f/14022371-msi-ge75-raider-gaming-laptop-10th-gen-intel-core-i7-10170h-geforce-rtx-2060-1080p-1-399-tax?src=catpagev2,,
Patriot Viper Elite 16GB (1 x 16GB) DDR4 2400MHz DRAM (Desktop Memory) (288-pin) Extreme Performance Memory PVE416G240C6GY for $62.99 + Free Shipping,/f/14022782-patriot-viper-elite-16gb-1-x-16gb-ddr4-2400mhz-dram-desktop-memory-288-pin-extreme-performance-memory-pve416g240c6gy-for-62-99-free-shipping?src=catpagev2,Newegg,$62.99
32GB (2x16GB) G.SKILL Ripjaws V Series DDR4 3600 Desktop Memory,/f/14020226-32gb-g-skill-ripjaws-v-series-ddr4-3600-desktop-ram-kit-f4-3600c16d-32gvkc-newegg-145?src=catpagev2,Newegg,$145
The Ultimate Music Production Bundle (Lifetime Access) $15,/f/14001071-the-ultimate-music-production-bundle-lifetime-access-15?src=catpagev2,,
Razer Mamba Wireless Gaming Mouse $45,/f/13999016-razer-mamba-wireless-gaming-mouse-45?src=catpagev2,Amazon,$45
SanDisk CZ600 Cruzer Glide USB 3.0 256 GB Flash Drive...$19.97 Costco B&M,/f/14014979-sandisk-cz600-cruzer-glide-usb-3-0-256-gb-flash-drive-19-97-costco-b-amp-m?src=catpagev2,,
ASUS AC2900 Wi-Fi Dual-band Gigabit Wireless Router (RT-AC86U) - $164.99 AC + FS,/f/14011994-asus-ac2900-wi-fi-dual-band-gigabit-wireless-router-rt-ac86u-164-99-ac-fs?src=catpagev2,Newegg,
VOID RGB ELITE Wireless Premium Gaming Headset with 7.1 Surround Sound — Carbon $79.99,/f/14011268-void-rgb-elite-wireless-premium-gaming-headset-with-7-1-surround-sound-carbon-79-99?src=catpagev2,,$79.99
Intruders: Hide and Seek (2D or VR )  @ Steam [lowest ever] @ 85% off,/f/14021219-intruders-hide-and-seek-2d-or-vr-steam-lowest-ever-85-off?src=catpagev2,Steam,$2.99
Fastest VPN Lifetime Subscription $20,/f/14000930-fastest-vpn-lifetime-subscription-20?src=catpagev2,,$20
"Lenovo 15.6"" IdeaPad S340 Laptop incl MS Office Student - BH Photo $629 + tax",/f/14015183-lenovo-15-6-ideapad-s340-laptop-incl-ms-office-student-bh-photo-629-tax?src=catpagev2,B&H Photo Video,$629
6-Pack WypAll Microfiber Dry Cloths w/ Microban Protection (Blue) $11.20 + Free Shipping,/f/14009756-6-pack-wypall-microfiber-dry-cloths-w-microban-protection-blue-11-20-free-shipping?src=catpagev2,Staples,$11.20
Razer Basilisk Gaming Mouse with Chroma Lighting $39.99 + Free Shipping,/f/13993016-razer-basilisk-gaming-mouse-with-chroma-lighting-39-99-free-shipping?src=catpagev2,Best Buy,$39.99
SanDisk 480Gb SSD $59.99 Amazon,/f/13999067-sandisk-480gb-ssd-59-99-amazon?src=catpagev2,Amazon,$59.99
